"year","league","division","team","pctGamesWon","avgRunsScored","avgHits","avgTotalBases","avgHomeRuns","avgWalks","avgRunsAllowed","ERA","avgHitsAllowed","avgHomeRunsAllowed","avgWalksAllowed","avgErrors","fieldingPct","leagueWin","worldSeriesWin"
1987,"NL","East","Washington Nationals",56.17,4.57,9.06,13.67,0.74,3.09,4.44,3.92,8.81,0.9,2.75,0.91,0.98,"N","N"
1987,"AL","East","New York Yankees",54.94,4.86,8.92,14.22,1.21,3.73,4.68,4.36,9.1,1.1,3.35,0.63,0.98,"N","N"
1987,"NL","East","New York Mets",56.79,5.08,9.25,15,1.19,3.65,4.31,3.84,8.69,0.83,3.15,0.85,0.98,"N","N"
1987,"AL","West","Oakland Athletics",50,4.98,8.84,14.56,1.23,3.66,4.87,4.32,8.9,1.09,3.28,0.88,0.98,"N","N"
1987,"NL","East","Philadelphia Phillies",49.38,4.33,8.58,13.87,1.04,3.62,4.62,4.18,8.97,1.03,3.62,0.75,0.98,"N","N"
1987,"NL","Central","Pittsburgh Pirates",49.38,4.46,9.04,13.76,0.81,3.3,4.59,4.2,8.5,1.01,3.47,0.76,0.98,"N","N"
1987,"NL","West","San Diego Padres",40.12,4.12,8.76,12.73,0.7,3.56,4.71,4.27,8.65,1.08,3.72,0.91,0.98,"N","N"
1987,"AL","West","Seattle Mariners",48.15,4.69,9.25,14.57,0.99,3.09,4.94,4.49,9.28,1.23,3.07,0.75,0.98,"N","N"
1987,"NL","West","San Francisco Giants",55.56,4.83,9,14.88,1.27,3.15,4.13,3.68,8.69,0.9,3.38,0.8,0.98,"N","N"
1987,"NL","Central","St. Louis Cardinals",58.64,4.93,8.94,12.85,0.58,3.98,4.28,3.91,9.16,0.8,3.29,0.72,0.98,"Y","N"
1987,"AL","West","Texas Rangers",46.3,5.08,9.12,14.78,1.2,3.5,5.24,4.63,8.57,1.23,4.69,0.93,0.98,"N","N"
1987,"AL","East","Toronto Blue Jays",59.26,5.22,9.35,15.51,1.33,3.43,4.04,3.74,8.17,0.98,3.5,0.69,0.98,"N","N"
1988,"NL","East","Atlanta Braves",33.75,3.47,8.24,11.82,0.6,2.7,4.63,4.09,9.26,0.68,3.28,0.94,0.98,"N","N"
1988,"AL","East","Baltimore Orioles",33.54,3.42,7.92,11.96,0.85,3.13,4.9,4.54,9.35,0.95,3.25,0.74,0.98,"N","N"
1988,"AL","East","Boston Red Sox",54.94,5.02,9.69,14.38,0.77,3.85,4.25,3.97,8.73,0.88,3.04,0.57,0.98,"N","N"
1988,"AL","West","Los Angeles Angels",46.3,4.41,9,13.27,0.77,2.9,4.76,4.32,9.28,0.83,3.51,0.83,0.98,"N","N"
1988,"AL","Central","Chicago White Sox",44.1,3.92,8.24,12.53,0.82,2.77,4.7,4.12,9.11,0.86,3.31,0.96,0.98,"N","N"
1988,"NL","Central","Chicago Cubs",47.53,4.05,9.09,13.34,0.69,2.47,4.26,3.84,9.17,0.71,3.01,0.77,0.98,"N","N"
1988,"NL","Central","Cincinnati Reds",54.04,3.98,8.29,12.4,0.76,2.98,3.7,3.35,7.89,0.75,3.13,0.78,0.98,"N","N"
1988,"AL","Central","Cleveland Guardians",48.15,4.11,8.86,13.14,0.83,2.57,4.51,4.16,9.27,0.74,2.73,0.77,0.98,"N","N"
1988,"AL","Central","Detroit Tigers",54.32,4.34,8.38,12.69,0.88,3.63,4.06,3.71,8.4,0.93,3.07,0.67,0.98,"N","N"
1988,"AL","West","Houston Astros",50.62,3.81,8.26,11.9,0.59,2.93,3.9,3.41,8.27,0.76,2.95,0.85,0.98,"N","N"
1988,"AL","Central","Kansas City Royals",52.17,4.37,8.81,13.27,0.75,3.02,4.02,3.65,8.79,0.63,2.89,0.77,0.98,"N","N"
1988,"NL","West","Los Angeles Dodgers",58.39,3.88,8.31,11.79,0.61,2.7,3.36,2.96,7.97,0.52,2.92,0.88,0.98,"Y","Y"
1988,"AL","Central","Minnesota Twins",56.17,4.69,9.31,14.3,0.93,3.26,4.15,3.93,8.99,0.9,2.8,0.52,0.99,"N","N"
1988,"NL","Central","Milwaukee Brewers",53.7,4.21,8.7,12.7,0.7,2.71,3.8,3.45,8.36,0.77,2.7,0.74,0.98,"N","N"
1988,"NL","East","Washington Nationals",50,3.85,8.59,12.74,0.66,2.79,3.63,3.08,8.04,0.75,2.92,0.87,0.98,"N","N"
1988,"AL","East","New York Yankees",52.8,4.8,9.12,13.72,0.92,3.65,4.65,4.26,9.39,0.98,3.02,0.83,0.98,"N","N"
1988,"NL","East","New York Mets",62.5,4.39,8.67,13.39,0.95,3.4,3.33,2.91,7.83,0.49,2.52,0.72,0.98,"N","N"
1988,"AL","West","Oakland Athletics",64.2,4.94,9.1,13.81,0.96,3.58,3.83,3.44,8.49,0.72,3.41,0.65,0.98,"Y","N"
1988,"NL","East","Philadelphia Phillies",40.37,3.69,7.99,11.85,0.65,3.02,4.53,4.14,8.93,0.73,3.88,0.9,0.98,"N","N"
1988,"NL","Central","Pittsburgh Pirates",53.12,4.07,8.29,12.42,0.69,3.46,3.85,3.47,8.43,0.68,2.93,0.78,0.98,"N","N"
1988,"NL","West","San Diego Padres",51.55,3.69,8.23,11.69,0.58,3.07,3.62,3.28,8.27,0.7,2.73,0.75,0.98,"N","N"
1988,"AL","West","Seattle Mariners",42.24,4.12,8.68,13.45,0.92,2.86,4.62,4.15,8.6,0.89,3.47,0.76,0.98,"N","N"
1988,"NL","West","San Francisco Giants",51.23,4.14,8.35,12.39,0.7,3.4,3.86,3.39,8.17,0.61,2.6,0.8,0.98,"N","N"
1988,"NL","Central","St. Louis Cardinals",46.91,3.57,8.48,11.48,0.44,2.99,3.91,3.47,8.56,0.56,3,0.75,0.98,"N","N"
1988,"AL","West","Texas Rangers",43.48,3.96,8.56,12.54,0.7,3.37,4.57,4.05,8.14,0.8,4.06,0.81,0.98,"N","N"
1988,"AL","East","Toronto Blue Jays",53.7,4.71,9.2,14.38,0.98,3.22,4.2,3.8,8.67,0.88,3.26,0.68,0.98,"N","N"
1989,"NL","East","Atlanta Braves",39.38,3.63,7.96,11.86,0.8,3.01,4.22,3.7,8.51,0.71,2.91,0.94,0.98,"N","N"
1989,"AL","East","Baltimore Orioles",53.7,4.37,8.45,12.72,0.8,3.66,4.23,4,9.37,0.83,3,0.54,0.99,"N","N"
1989,"AL","East","Boston Red Sox",51.23,4.78,9.7,14.08,0.67,3.97,4.54,4.01,8.94,0.81,3.38,0.78,0.98,"N","N"
1989,"AL","West","Los Angeles Angels",56.17,4.13,8.78,13.2,0.9,2.65,3.57,3.28,8.54,0.7,2.87,0.59,0.98,"N","N"
1989,"AL","Central","Chicago White Sox",42.86,4.3,9.27,13.1,0.58,2.88,4.66,4.23,9.14,0.89,3.35,0.94,0.98,"N","N"
1989,"NL","Central","Chicago Cubs",57.41,4.33,8.88,13.18,0.77,2.91,3.85,3.43,8.45,0.65,3.28,0.77,0.98,"N","N"
1989,"NL","Central","Cincinnati Reds",46.3,3.9,8.41,12.62,0.79,3.04,4.27,3.73,8.67,0.77,3.45,0.75,0.98,"N","N"
1989,"AL","Central","Cleveland Guardians",45.06,3.73,8.27,12.31,0.78,3.08,4.04,3.65,8.78,0.66,2.79,0.73,0.98,"N","N"
1989,"AL","Central","Detroit Tigers",36.42,3.81,8.12,11.78,0.72,3.61,5.04,4.53,9.35,0.93,4.02,0.8,0.98,"N","N"
1989,"AL","West","Houston Astros",53.09,3.99,8.12,11.74,0.6,3.27,4.13,3.64,8.51,0.65,3.4,0.88,0.98,"N","N"
1989,"AL","Central","Kansas City Royals",56.79,4.26,8.81,12.59,0.62,3.42,3.92,3.55,8.73,0.53,2.81,0.7,0.98,"N","N"
1989,"NL","West","Los Angeles Dodgers",48.12,3.46,8.21,11.59,0.56,3.17,3.35,2.95,7.99,0.59,3.15,0.74,0.98,"N","N"
1989,"AL","Central","Minnesota Twins",49.38,4.57,9.52,13.83,0.72,2.95,4.56,4.28,9.23,0.86,3.09,0.66,0.98,"N","N"
1989,"NL","Central","Milwaukee Brewers",50,4.36,8.73,12.91,0.78,2.81,4.19,3.8,9.03,0.8,2.82,0.96,0.98,"N","N"
1989,"NL","East","Washington Nationals",50,3.9,8.35,12.22,0.62,3.53,3.89,3.48,8.3,0.74,3.2,0.84,0.98,"N","N"
1989,"AL","East","New York Yankees",45.96,4.34,9.13,13.26,0.81,3.12,4.92,4.5,9.63,0.93,3.24,0.76,0.98,"N","N"
1989,"NL","East","New York Mets",53.7,4.22,8.34,13.05,0.91,3.11,3.67,3.29,7.78,0.71,3.28,0.89,0.98,"N","N"
1989,"AL","West","Oakland Athletics",61.11,4.4,8.73,12.75,0.78,3.47,3.56,3.09,7.94,0.64,3.15,0.8,0.98,"Y","Y"
1989,"NL","East","Philadelphia Phillies",41.36,3.86,8.12,12.15,0.75,3.42,4.51,4.04,8.64,0.78,3.76,0.82,0.98,"N","N"
1989,"NL","Central","Pittsburgh Pirates",45.68,3.88,8.13,12.12,0.58,3.43,4.15,3.64,8.5,0.74,3.29,0.98,0.98,"N","N"
1989,"NL","West","San Diego Padres",54.94,3.96,8.4,12.34,0.74,3.41,3.86,3.38,8.39,0.82,2.97,0.95,0.98,"N","N"
1989,"AL","West","Seattle Mariners",45.06,4.28,8.75,13.05,0.83,3.02,4.49,4,8.78,0.7,3.46,0.88,0.98,"N","N"
1989,"NL","West","San Francisco Giants",56.79,4.31,8.43,13.17,0.87,3.14,3.7,3.3,8.15,0.74,2.91,0.7,0.98,"Y","N"
1989,"NL","Central","St. Louis Cardinals",53.09,3.85,8.65,12.16,0.45,3.09,3.71,3.36,8.11,0.51,2.94,0.68,0.98,"N","N"
1989,"AL","West","Texas Rangers",51.23,4.29,8.85,13.28,0.75,3.1,4.41,3.91,7.9,0.73,4.04,0.84,0.98,"N","N"
1989,"AL","East","Toronto Blue Jays",54.94,4.51,8.94,13.7,0.88,3.22,4.02,3.58,8.69,0.61,2.95,0.78,0.98,"N","N"
1990,"NL","East","Atlanta Braves",40.12,4.21,8.49,13.44,1,2.92,5.07,4.58,9.43,0.79,3.57,0.98,0.97,"N","N"
1990,"AL","East","Baltimore Orioles",47.2,4.16,8.25,12.43,0.82,4.1,4.34,4.04,8.98,1,3.34,0.58,0.98,"N","N"
1990,"AL","East","Boston Red Sox",54.32,4.31,9.27,13.46,0.65,3.69,4.1,3.72,8.88,0.57,3.2,0.76,0.98,"N","N"
1990,"AL","West","Los Angeles Angels",49.38,4.26,8.94,13.46,0.91,3.49,4.36,3.79,9.15,0.65,3.36,0.88,0.98,"N","N"
1990,"AL","Central","Chicago White Sox",58.02,4.21,8.6,12.65,0.65,2.95,3.91,3.61,8.1,0.65,3.38,0.77,0.98,"N","N"
1990,"NL","Central","Chicago Cubs",47.53,4.26,9.1,13.54,0.84,2.51,4.78,4.34,9.32,0.75,3.53,0.77,0.98,"N","N"
1990,"NL","Central","Cincinnati Reds",56.17,4.28,9.05,13.61,0.77,2.88,3.69,3.39,8.26,0.77,3.35,0.63,0.98,"Y","Y"
1990,"AL","Central","Cleveland Guardians",47.53,4.52,9.04,13.23,0.68,2.83,4.55,4.26,9.2,1.01,3.2,0.72,0.98,"N","N"
1990,"AL","Central","Detroit Tigers",48.77,4.63,8.75,13.82,1.06,3.91,4.65,4.39,8.65,0.95,4.08,0.81,0.98,"N","N"
1990,"AL","West","Houston Astros",46.3,3.54,8.03,11.46,0.58,3.38,4.05,3.61,8.62,0.8,3.06,0.81,0.98,"N","N"
1990,"AL","Central","Kansas City Royals",46.58,4.39,9.1,13.47,0.62,3.09,4.4,3.93,9,0.72,3.48,0.76,0.98,"N","N"
1990,"NL","West","Los Angeles Dodgers",53.09,4.49,8.86,12.96,0.8,3.32,4.23,3.72,8.42,0.85,2.95,0.8,0.98,"N","N"
1990,"AL","Central","Minnesota Twins",45.68,4.11,9,13.07,0.62,2.75,4.5,4.12,9.31,0.83,3.02,0.62,0.98,"N","N"
1990,"NL","Central","Milwaukee Brewers",45.68,4.52,8.69,13.03,0.79,3.2,4.69,4.08,9.62,0.75,2.9,0.92,0.98,"N","N"
1990,"NL","East","Washington Nationals",52.47,4.09,8.41,12.46,0.7,3.56,3.69,3.37,8.33,0.78,3.15,0.68,0.98,"N","N"
1990,"AL","East","New York Yankees",41.36,3.72,8.16,12.4,0.91,2.64,4.62,4.21,8.83,0.89,3.81,0.78,0.98,"N","N"
1990,"NL","East","New York Mets",56.17,4.78,8.7,13.86,1.06,3.31,3.78,3.43,8.27,0.73,2.74,0.81,0.98,"N","N"
1990,"AL","West","Oakland Athletics",63.58,4.52,8.51,13.11,1.01,4.02,3.52,3.18,7.94,0.76,3.05,0.54,0.99,"Y","N"
1990,"NL","East","Philadelphia Phillies",47.53,3.99,8.7,12.41,0.64,3.59,4.5,4.07,8.52,0.77,4.02,0.72,0.98,"N","N"
1990,"NL","Central","Pittsburgh Pirates",58.64,4.52,8.61,13.46,0.85,3.59,3.82,3.4,8.44,0.83,2.55,0.83,0.98,"N","N"
1990,"NL","West","San Diego Padres",46.3,4.15,8.82,13.03,0.76,3.14,4.15,3.68,8.87,0.91,3.13,0.87,0.98,"N","N"
1990,"AL","West","Seattle Mariners",47.53,3.95,8.76,12.61,0.66,3.68,4.2,3.69,8.14,0.74,3.74,0.8,0.98,"N","N"
1990,"NL","West","San Francisco Giants",52.47,4.44,9.01,13.62,0.94,3.01,4.38,4.08,9.12,0.81,3.41,0.66,0.98,"N","N"
1990,"NL","Central","St. Louis Cardinals",43.21,3.7,8.63,12.06,0.45,3.19,4.31,3.87,8.84,0.6,2.93,0.8,0.98,"N","N"
1990,"AL","West","Texas Rangers",51.23,4.17,8.74,12.7,0.68,3.55,4.3,3.83,8.29,0.7,3.85,0.82,0.98,"N","N"
1990,"AL","East","Toronto Blue Jays",53.09,4.73,9.13,14.46,1.03,3.25,4.08,3.84,8.85,0.88,2.75,0.53,0.99,"N","N"
1991,"NL","East","Atlanta Braves",58.02,4.62,8.69,13.24,0.87,3.48,3.98,3.49,8.05,0.73,2.97,0.85,0.98,"Y","N"
1991,"AL","East","Baltimore Orioles",41.36,4.23,8.77,13.86,1.05,3.26,4.91,4.59,9.47,0.91,3.11,0.56,0.98,"N","N"
1991,"AL","East","Boston Red Sox",51.85,4.51,9.17,13.7,0.78,3.66,4.4,4.01,8.67,0.91,3.27,0.72,0.98,"N","N"
1991,"AL","West","Los Angeles Angels",50,4.03,8.62,12.62,0.71,2.77,4.01,3.69,8.34,0.87,3.35,0.63,0.98,"N","N"
1991,"AL","Central","Chicago White Sox",53.7,4.68,9.04,13.49,0.86,3.77,4.2,3.79,8.04,0.95,3.71,0.72,0.98,"N","N"
1991,"NL","Central","Chicago Cubs",48.12,4.34,8.72,13.47,0.99,2.76,4.59,4.03,8.84,0.73,3.39,0.71,0.98,"N","N"
1991,"NL","Central","Cincinnati Reds",45.68,4.25,8.76,13.67,1.01,3.01,4.27,3.83,8.47,0.78,3.46,0.77,0.98,"N","N"
1991,"AL","Central","Cleveland Guardians",35.19,3.56,8.58,11.82,0.49,2.77,4.69,4.23,9.57,0.68,2.72,0.92,0.98,"N","N"
1991,"AL","Central","Detroit Tigers",51.85,5.04,8.47,14.26,1.29,4.31,4.9,4.51,9.69,0.91,3.66,0.64,0.98,"N","N"
1991,"AL","West","Houston Astros",40.12,3.73,8.3,11.78,0.49,3.1,4.43,4,8.31,0.8,4.02,0.99,0.97,"N","N"
1991,"AL","Central","Kansas City Royals",50.62,4.49,9.1,13.57,0.72,3.23,4.46,3.92,9.09,0.65,3.27,0.77,0.98,"N","N"
1991,"NL","West","Los Angeles Dodgers",57.41,4.1,8.43,11.97,0.67,3.6,3.49,3.06,8.1,0.59,3.09,0.76,0.98,"N","N"
1991,"AL","Central","Minnesota Twins",58.64,4.79,9.61,14.39,0.86,3.25,4.02,3.69,8.65,0.86,3.01,0.59,0.98,"Y","Y"
1991,"NL","Central","Milwaukee Brewers",51.23,4.93,9.4,13.73,0.72,3.43,4.59,4.14,9.25,0.91,3.25,0.73,0.98,"N","N"
1991,"NL","East","Washington Nationals",44.1,3.6,8.25,12.01,0.59,3.01,4.07,3.64,8.1,0.69,3.63,0.83,0.98,"N","N"
1991,"AL","East","New York Yankees",43.83,4.16,8.75,13.25,0.91,2.92,4.8,4.42,9.32,0.94,3.12,0.82,0.98,"N","N"
1991,"NL","East","New York Mets",47.83,3.98,8.11,12.14,0.73,3.59,4.01,3.56,8.71,0.67,2.55,0.89,0.98,"N","N"
1991,"AL","West","Oakland Athletics",51.85,4.69,8.28,12.98,0.98,3.96,4.79,4.57,8.8,0.96,4.04,0.66,0.98,"N","N"
1991,"NL","East","Philadelphia Phillies",48.15,3.88,8.22,12.22,0.69,3.02,4.2,3.86,8.31,0.69,4.14,0.73,0.98,"N","N"
1991,"NL","Central","Pittsburgh Pirates",60.49,4.74,8.85,13.4,0.78,3.83,3.9,3.44,8.71,0.72,2.48,0.74,0.98,"N","N"
1991,"NL","West","San Diego Padres",51.85,3.93,8.15,12.1,0.75,3.09,3.99,3.57,8.55,0.86,2.82,0.7,0.98,"N","N"
1991,"AL","West","Seattle Mariners",51.23,4.33,8.64,12.99,0.78,3.63,4.16,3.79,8.56,0.84,3.88,0.68,0.98,"N","N"
1991,"NL","West","San Francisco Giants",46.3,4.01,8.3,12.83,0.87,2.91,4.3,4.03,8.62,0.88,3.36,0.67,0.98,"N","N"
1991,"NL","Central","St. Louis Cardinals",51.85,4.02,8.43,11.82,0.42,3.28,4,3.69,8.44,0.7,2.8,0.66,0.98,"N","N"
1991,"AL","West","Texas Rangers",52.47,5.12,9.5,14.94,1.09,3.68,5.02,4.47,9.17,0.93,4.09,0.83,0.98,"N","N"
1991,"AL","East","Toronto Blue Jays",56.17,4.22,8.72,13.56,0.82,3.08,3.84,3.5,8.03,0.75,3.23,0.78,0.98,"N","N"
1992,"NL","East","Atlanta Braves",60.49,4.21,8.59,13.11,0.85,3.04,3.51,3.14,8.15,0.55,3.02,0.67,0.98,"Y","N"
1992,"AL","East","Baltimore Orioles",54.94,4.35,8.78,13.47,0.91,3.99,4.05,3.79,8.76,0.77,3.2,0.57,0.98,"N","N"
1992,"AL","East","Boston Red Sox",45.06,3.7,8.29,11.7,0.52,3.65,4.13,3.58,8.66,0.66,3.3,0.86,0.98,"N","N"
1992,"AL","West","Los Angeles Angels",44.44,3.57,8.06,11.19,0.54,2.57,4.14,3.84,8.94,0.8,3.28,0.83,0.98,"N","N"
1992,"AL","Central","Chicago White Sox",53.09,4.56,8.85,12.99,0.68,3.84,4.26,3.82,8.64,0.76,3.4,0.8,0.98,"N","N"
1992,"NL","Central","Chicago Cubs",48.15,3.66,8.77,12.56,0.64,2.57,3.85,3.39,8.25,0.66,3.55,0.7,0.98,"N","N"
1992,"NL","Central","Cincinnati Reds",55.56,4.07,8.75,12.86,0.61,3.48,3.76,3.46,8.41,0.67,2.9,0.59,0.98,"N","N"
1992,"AL","Central","Cleveland Guardians",46.91,4.16,9.23,13.28,0.78,2.77,4.6,4.11,9.3,0.98,3.49,0.87,0.98,"N","N"
1992,"AL","Central","Detroit Tigers",46.3,4.88,8.71,13.86,1.12,4.17,4.9,4.6,9.47,0.96,3.48,0.72,0.98,"N","N"
1992,"AL","West","Houston Astros",50,3.75,8.33,12.15,0.59,3.12,4.12,3.72,8.56,0.7,3.33,0.7,0.98,"N","N"
1992,"AL","Central","Kansas City Royals",44.44,3.77,8.71,12.37,0.46,2.71,4.12,3.81,8.8,0.65,3.16,0.75,0.98,"N","N"
1992,"NL","West","Los Angeles Dodgers",38.89,3.38,8.23,11.22,0.44,3.1,3.93,3.41,8.65,0.51,3.41,1.07,0.97,"N","N"
1992,"AL","Central","Minnesota Twins",55.56,4.61,9.53,13.49,0.64,3.25,4.03,3.7,8.59,0.75,2.96,0.59,0.98,"N","N"
1992,"NL","Central","Milwaukee Brewers",56.79,4.57,9.12,12.75,0.51,3.15,3.73,3.43,8.3,0.78,2.69,0.55,0.99,"N","N"
1992,"NL","East","Washington Nationals",53.7,4,8.52,12.49,0.63,2.86,3.59,3.25,8,0.57,3.24,0.77,0.98,"N","N"
1992,"AL","East","New York Yankees",46.91,4.52,9.02,14,1.01,3.31,4.6,4.21,8.97,0.8,3.78,0.7,0.98,"N","N"
1992,"NL","East","New York Mets",44.44,3.7,7.74,11.27,0.57,3.53,4.03,3.66,8.67,0.6,2.98,0.72,0.98,"N","N"
1992,"AL","West","Oakland Athletics",59.26,4.6,8.57,12.85,0.88,4.36,4.15,3.73,8.62,0.8,3.71,0.77,0.98,"N","N"
1992,"NL","East","Philadelphia Phillies",43.21,4.23,8.59,12.8,0.73,3.14,4.43,4.11,8.56,0.7,3.39,0.81,0.98,"N","N"
1992,"NL","Central","Pittsburgh Pirates",59.26,4.28,8.7,13.01,0.65,3.51,3.67,3.35,8.7,0.62,2.81,0.62,0.98,"N","N"
1992,"NL","West","San Diego Padres",50.62,3.81,8.62,13.06,0.83,2.8,3.93,3.56,8.91,0.69,2.71,0.71,0.98,"N","N"
1992,"AL","West","Seattle Mariners",39.51,4.19,9.05,13.82,0.92,2.93,4.93,4.55,9.06,0.8,4.08,0.69,0.98,"N","N"
1992,"NL","West","San Francisco Giants",44.44,3.54,8.21,11.96,0.65,2.69,3.99,3.61,8.55,0.79,3.1,0.7,0.98,"N","N"
1992,"NL","Central","St. Louis Cardinals",51.23,3.9,9.04,12.94,0.58,3.06,3.73,3.38,8.67,0.73,2.47,0.58,0.98,"N","N"
1992,"AL","West","Texas Rangers",47.53,4.21,8.56,13.43,0.98,3.4,4.65,4.09,9.08,0.7,3.69,0.95,0.98,"N","N"
1992,"AL","East","Toronto Blue Jays",59.26,4.81,9,14.15,1.01,3.46,4.21,3.91,8.31,0.77,3.34,0.57,0.98,"Y","Y"
1993,"NL","East","Atlanta Braves",64.2,4.73,8.91,13.88,1.04,3.46,3.45,3.14,8.01,0.62,2.96,0.67,0.98,"N","N"
1993,"AL","East","Baltimore Orioles",52.47,4.85,9.07,14.05,0.97,4.04,4.6,4.31,8.81,0.94,3.57,0.62,0.98,"N","N"
1993,"AL","East","Boston Red Sox",49.38,4.23,8.96,13.4,0.7,3.14,4.31,3.77,8.51,0.78,3.41,0.75,0.98,"N","N"
1993,"AL","West","Los Angeles Angels",43.83,4.22,8.64,12.64,0.7,3.48,4.75,4.34,9.15,0.94,3.4,0.74,0.98,"N","N"
1993,"AL","Central","Chicago White Sox",58.02,4.79,8.98,13.93,1,3.73,4.1,3.7,8.63,0.77,3.49,0.69,0.98,"N","N"
1993,"NL","Central","Chicago Cubs",51.85,4.53,9.33,14.28,0.99,2.74,4.53,4.18,9.29,0.94,2.88,0.71,0.98,"N","N"
1993,"NL","Central","Cincinnati Reds",45.06,4.46,8.99,13.49,0.85,2.99,4.85,4.51,9.32,0.98,3.14,0.75,0.98,"N","N"
1993,"AL","Central","Cleveland Guardians",46.91,4.88,9.55,14.17,0.87,3.01,5.02,4.58,9.82,1.12,3.65,0.91,0.98,"N","N"
1993,"NL","West","Colorado Rockies",41.36,4.68,9.3,14.38,0.88,2.4,5.97,5.41,10.27,1.12,3.76,1.03,0.97,"N","N"
1993,"AL","Central","Detroit Tigers",52.47,5.55,9.54,15.05,1.1,4.72,5.17,4.65,9.55,1.16,3.35,0.81,0.98,"N","N"
1993,"NL","East","Miami Marlins",39.51,3.59,8.37,11.71,0.58,3.07,4.47,4.13,8.87,0.83,3.69,0.77,0.98,"N","N"
1993,"AL","West","Houston Astros",52.47,4.42,9.01,13.8,0.85,3.07,3.89,3.49,8.41,0.72,2.94,0.78,0.98,"N","N"
1993,"AL","Central","Kansas City Royals",51.85,4.17,8.98,13.54,0.77,2.64,4.28,4.04,8.51,0.65,3.52,0.6,0.98,"N","N"
1993,"NL","West","Los Angeles Dodgers",50,4.17,9,13.2,0.8,3.04,4.09,3.5,8.68,0.64,3.5,0.82,0.98,"N","N"
1993,"AL","Central","Minnesota Twins",43.83,4.28,9.14,13.32,0.75,3.04,5.12,4.71,9.82,0.91,3.17,0.62,0.98,"N","N"
1993,"NL","Central","Milwaukee Brewers",42.59,4.52,8.8,12.91,0.77,3.43,4.89,4.45,9.33,0.94,3.22,0.81,0.98,"N","N"
1993,"NL","East","Washington Nationals",58.02,4.49,8.65,12.99,0.75,3.33,4.18,3.55,8.4,0.73,3.2,0.98,0.98,"N","N"
1993,"AL","East","New York Yankees",54.32,5.07,9.68,15.09,1.1,3.88,4.7,4.35,9.06,1.05,3.41,0.65,0.98,"N","N"
1993,"NL","East","New York Mets",36.42,4.15,8.33,13.12,0.98,2.77,4.59,4.05,9.15,0.86,2.68,0.96,0.98,"N","N"
1993,"AL","West","Oakland Athletics",41.98,4.41,8.69,13.48,0.98,3.84,5.22,4.9,9.57,0.97,4.2,0.69,0.98,"N","N"
1993,"NL","East","Philadelphia Phillies",59.88,5.41,9.6,14.95,0.96,4.1,4.57,3.95,8.76,0.8,3.54,0.87,0.98,"Y","N"
1993,"NL","Central","Pittsburgh Pirates",46.3,4.36,9.15,13.45,0.68,3.31,4.98,4.77,9.61,0.94,2.99,0.65,0.98,"N","N"
1993,"NL","West","San Diego Padres",37.65,4.19,8.56,13.21,0.94,2.73,4.77,4.23,9.07,0.91,3.44,0.99,0.97,"N","N"
1993,"AL","West","Seattle Mariners",50.62,4.53,8.82,13.78,0.99,3.85,4.51,4.2,8.77,0.83,3.73,0.56,0.98,"N","N"
1993,"NL","West","San Francisco Giants",63.58,4.99,9.47,14.65,1.04,3.19,3.93,3.61,8.55,1.04,2.73,0.62,0.98,"N","N"
1993,"NL","Central","St. Louis Cardinals",53.7,4.68,9.31,13.53,0.73,3.63,4.59,4.09,9.59,0.94,2.36,0.98,0.98,"N","N"
1993,"AL","West","Texas Rangers",53.09,5.15,9.09,14.67,1.12,2.98,4.64,4.28,9.11,0.89,3.47,0.81,0.98,"N","N"
1993,"AL","East","Toronto Blue Jays",58.64,5.23,9.6,15.02,0.98,3.63,4.58,4.21,8.9,0.83,3.83,0.66,0.98,"Y","Y"
1994,"NL","East","Atlanta Braves",59.65,4.75,9.04,14.7,1.2,3.31,3.93,3.57,8.15,0.67,3.32,0.71,0.98,"N","N"
1994,"AL","East","Baltimore Orioles",56.25,5.26,9.35,15.08,1.24,3.91,4.44,4.31,8.97,1.17,3.13,0.51,0.99,"N","N"
1994,"AL","East","Boston Red Sox",46.96,4.8,9.03,14.42,1.04,3.51,5.4,4.93,9.6,1.04,3.91,0.7,0.98,"N","N"
1994,"AL","West","Los Angeles Angels",40.87,4.72,9.06,14.02,1.04,3.5,5.74,5.42,9.99,1.3,3.79,0.66,0.98,"N","N"
1994,"AL","Central","Chicago White Sox",59.29,5.6,10.03,15.48,1.07,4.4,4.41,3.96,8.53,1.02,3.34,0.7,0.98,"N","N"
1994,"NL","Central","Chicago Cubs",43.36,4.42,8.98,14.01,0.96,3.22,4.86,4.47,9.33,1.06,3.47,0.72,0.98,"N","N"
1994,"NL","Central","Cincinnati Reds",57.89,5.3,9.93,15.63,1.08,3.37,4.26,3.78,9.02,1.02,2.95,0.63,0.98,"N","N"
1994,"AL","Central","Cleveland Guardians",58.41,6.01,10.31,17.22,1.48,3.38,4.97,4.36,9.71,0.83,3.58,0.8,0.98,"N","N"
1994,"NL","West","Colorado Rockies",45.3,4.9,9.38,15.02,1.07,3.23,5.45,5.15,10.13,1.03,3.83,0.72,0.98,"N","N"
1994,"AL","Central","Detroit Tigers",46.09,5.67,9.11,15.63,1.4,4.52,5.83,5.38,9.9,1.29,3.9,0.71,0.98,"N","N"
1994,"NL","East","Miami Marlins",44.35,4.07,9.07,13.5,0.82,3.03,5.01,4.5,9.3,1.04,3.72,0.83,0.98,"N","N"
