year,league,franchID,division,W,L,leagueWin,worldSeriesWin,ERA,fieldingPct,team,pctGamesWon,propGamesWon,avgRunsScored,avgHits,avgTotalBases,avgHomeRuns,avgWalks,avgRunsAllowed,avgHitsAllowed,avgHomeRunsAllowed,avgWalksAllowed,avgErrors
1981,NL,PIT,Central,46,56,N,N,3.56,0.979,Pittsburgh Pirates,45.09803921568628,0.45098039215686275,3.9514563106796117,8.932038834951456,12.825242718446601,0.5339805825242718,2.6990291262135924,4.12621359223301,9.25242718446602,0.5825242718446602,3.3592233009708736,0.8349514563106796
1981,NL,SDP,West,41,69,N,N,3.72,0.977,San Diego Padres,37.27272727272727,0.37272727272727274,3.4727272727272727,8.754545454545454,11.809090909090909,0.2909090909090909,2.827272727272727,4.136363636363637,9.209090909090909,0.5818181818181818,3.7636363636363637,0.9272727272727272
1981,AL,SEA,West,44,65,N,N,4.23,0.979,Seattle Mariners,40.36697247706422,0.4036697247706422,3.8727272727272726,8.636363636363637,12.645454545454545,0.8090909090909091,2.9909090909090907,4.736363636363636,9.445454545454545,0.6909090909090909,3.272727272727273,0.8272727272727273
1981,NL,SFG,West,56,55,N,N,3.28,0.977,San Francisco Giants,50.45045045045045,0.5045045045045045,3.8468468468468466,8.477477477477477,12.0990990990991,0.5675675675675675,3.4774774774774775,3.72972972972973,8.73873873873874,0.5135135135135135,3.5405405405405403,0.918918918918919
1981,NL,STL,Central,59,43,N,N,3.63,0.981,St. Louis Cardinals,57.84313725490197,0.5784313725490197,4.504854368932039,9.087378640776699,12.951456310679612,0.4854368932038835,3.679611650485437,4.048543689320389,8.757281553398059,0.5048543689320388,2.8155339805825244,0.7961165048543689
1981,AL,TEX,West,57,48,N,N,3.4,0.984,Texas Rangers,54.285714285714285,0.5428571428571428,4.304761904761905,9.219047619047618,12.6,0.4666666666666667,2.8095238095238093,3.704761904761905,8.104761904761904,0.638095238095238,3.066666666666667,0.6571428571428571
1981,AL,TOR,East,37,69,N,N,3.81,0.975,Toronto Blue Jays,34.90566037735849,0.3490566037735849,3.1037735849056602,7.518867924528302,10.971698113207546,0.5754716981132075,2.6792452830188678,4.39622641509434,8.566037735849056,0.6792452830188679,3.556603773584906,0.9905660377358491
1982,NL,ATL,East,89,73,N,N,3.82,0.979,Atlanta Braves,54.93827160493827,0.5493827160493827,4.561728395061729,8.709876543209877,13.012345679012345,0.9012345679012346,3.419753086419753,4.333333333333333,9.160493827160494,0.7777777777777778,3.0987654320987654,0.845679012345679
1982,AL,BAL,East,94,68,N,N,3.99,0.984,Baltimore Orioles,58.0246913580247,0.5802469135802469,4.748466257668712,9.067484662576687,14.282208588957054,1.098159509202454,3.8895705521472395,4.214723926380368,8.809815950920246,0.901840490797546,2.9938650306748467,0.6196319018404908
1982,AL,BOS,East,89,73,N,N,4.03,0.981,Boston Red Sox,54.93827160493827,0.5493827160493827,4.648148148148148,9.481481481481481,14.055555555555555,0.8395061728395061,3.376543209876543,4.401234567901234,9.61111111111111,0.9567901234567902,2.950617283950617,0.7469135802469136
1982,AL,ANA,West,93,69,N,N,3.82,0.983,Los Angeles Angels,57.407407407407405,0.5740740740740741,5.0246913580246915,9.37037037037037,14.790123456790123,1.1481481481481481,3.7839506172839505,4.135802469135802,8.864197530864198,0.7654320987654321,2.9753086419753085,0.6666666666666666
1982,AL,CHW,Central,87,75,N,N,3.87,0.976,Chicago White Sox,53.70370370370371,0.5370370370370371,4.851851851851852,9.401234567901234,14.203703703703704,0.8395061728395061,3.2901234567901234,4.382716049382716,9.271604938271604,0.6111111111111112,2.8395061728395063,0.9506172839506173
1982,NL,CHC,Central,73,89,N,N,3.92,0.979,Chicago Cubs,45.06172839506173,0.4506172839506173,4.172839506172839,8.864197530864198,12.796296296296296,0.6296296296296297,2.8395061728395063,4.3765432098765435,9.320987654320987,0.7716049382716049,2.7901234567901234,0.8148148148148148
1982,NL,CIN,Central,61,101,N,N,3.66,0.98,Cincinnati Reds,37.65432098765432,0.3765432098765432,3.3641975308641974,8.487654320987655,11.833333333333334,0.5061728395061729,2.9012345679012346,4.080246913580247,8.728395061728396,0.6481481481481481,3.5185185185185186,0.7901234567901234
1982,AL,CLE,Central,78,84,N,N,4.11,0.98,Cleveland Guardians,48.148148148148145,0.48148148148148145,4.216049382716049,9,12.802469135802468,0.6728395061728395,4.018518518518518,4.617283950617284,8.845679012345679,0.7530864197530864,3.6358024691358026,0.7592592592592593
1982,AL,DET,Central,83,79,N,N,3.8,0.981,Detroit Tigers,51.23456790123457,0.5123456790123457,4.5,9.191358024691358,14.425925925925926,1.0925925925925926,2.9012345679012346,4.228395061728395,8.462962962962964,1.0617283950617284,3.419753086419753,0.7222222222222222
1982,AL,HOU,West,77,85,N,N,3.42,0.978,Houston Astros,47.53086419753087,0.47530864197530864,3.5123456790123457,8.283950617283951,11.703703703703704,0.4567901234567901,2.685185185185185,3.8271604938271606,8.25925925925926,0.5370370370370371,2.95679012345679,0.8395061728395061
1982,AL,KCR,Central,90,72,N,N,4.08,0.979,Kansas City Royals,55.55555555555556,0.5555555555555556,4.839506172839506,9.895061728395062,14.876543209876543,0.8148148148148148,2.728395061728395,4.425925925925926,8.907407407407407,1.0061728395061729,2.9074074074074074,0.7839506172839507
1982,NL,LAD,West,88,74,N,N,3.26,0.979,Los Angeles Dodgers,54.32098765432099,0.5432098765432098,4.265432098765432,9.179012345679013,13.5,0.8518518518518519,3.259259259259259,3.7777777777777777,8.37037037037037,0.5,2.888888888888889,0.8580246913580247
1982,AL,MIN,Central,60,102,N,N,4.72,0.982,Minnesota Twins,37.03703703703704,0.37037037037037035,4.055555555555555,8.808641975308642,13.537037037037036,0.9135802469135802,2.925925925925926,5.055555555555555,9.160493827160494,1.2839506172839505,3.9691358024691357,0.6666666666666666
1982,NL,MIL,Central,95,67,Y,N,3.98,0.98,Milwaukee Brewers,58.64197530864198,0.5864197530864198,5.466257668711656,9.809815950920246,15.987730061349692,1.3251533742331287,2.9693251533742333,4.398773006134969,9.28834355828221,0.9325153374233128,3.1349693251533743,0.7668711656441718
1982,NL,WSN,East,86,76,N,N,3.31,0.98,Washington Nationals,53.086419753086425,0.5308641975308642,4.302469135802469,8.975308641975309,13.574074074074074,0.8209876543209876,3.1049382716049383,3.802469135802469,8.462962962962964,0.6790123456790124,2.765432098765432,0.7530864197530864
1982,AL,NYY,East,79,83,N,N,3.99,0.979,New York Yankees,48.76543209876543,0.4876543209876543,4.3765432098765435,8.746913580246913,13.574074074074074,0.9938271604938271,3.6419753086419755,4.419753086419753,9.080246913580247,0.6975308641975309,3.0308641975308643,0.7901234567901234
1982,NL,NYM,East,65,97,N,N,3.88,0.972,New York Mets,40.123456790123456,0.4012345679012346,3.759259259259259,8.401234567901234,11.919753086419753,0.5987654320987654,2.814814814814815,4.462962962962963,9.308641975308642,0.7345679012345679,3.5925925925925926,1.0802469135802468
1982,AL,OAK,West,68,94,N,N,4.54,0.974,Oakland Athletics,41.9753086419753,0.41975308641975306,4.265432098765432,7.938271604938271,12.333333333333334,0.9197530864197531,3.5925925925925926,5.055555555555555,9.296296296296296,1.0925925925925926,4,0.9876543209876543
1982,NL,PHI,East,89,73,N,N,3.61,0.981,Philadelphia Phillies,54.93827160493827,0.5493827160493827,4.098765432098766,8.746913580246913,12.641975308641975,0.691358024691358,3.123456790123457,4.037037037037037,8.61111111111111,0.5308641975308642,2.9135802469135803,0.7469135802469136
1982,NL,PIT,Central,84,78,N,N,3.81,0.977,Pittsburgh Pirates,51.85185185185185,0.5185185185185185,4.469135802469136,9.475308641975309,14.12962962962963,0.8271604938271605,2.759259259259259,4.296296296296297,8.851851851851851,0.7283950617283951,3.2160493827160495,0.8950617283950617
1982,NL,SDP,West,81,81,N,N,3.52,0.976,San Diego Padres,50,0.5,4.166666666666667,8.858024691358025,12.339506172839506,0.5,2.6481481481481484,4.061728395061729,8.320987654320987,0.8580246913580247,3.0987654320987654,0.9382716049382716
1982,AL,SEA,West,76,86,N,N,3.88,0.978,Seattle Mariners,46.913580246913575,0.4691358024691358,4.018518518518518,8.833333333333334,13.246913580246913,0.8024691358024691,2.814814814814815,4.395061728395062,8.833333333333334,1.0679012345679013,3.376543209876543,0.8580246913580247
1982,NL,SFG,West,87,75,N,N,3.64,0.973,San Francisco Giants,53.70370370370371,0.5370370370370371,4.154320987654321,8.598765432098766,12.746913580246913,0.8209876543209876,3.746913580246914,4.2407407407407405,9.302469135802468,0.6728395061728395,2.876543209876543,1.0679012345679013
1982,NL,STL,Central,92,70,Y,Y,3.37,0.981,St. Louis Cardinals,56.79012345679012,0.5679012345679012,4.228395061728395,8.882716049382717,12.24074074074074,0.41358024691358025,3.5123456790123457,3.759259259259259,8.765432098765432,0.5802469135802469,3.0987654320987654,0.7654320987654321
1982,AL,TEX,West,64,98,N,N,4.28,0.981,Texas Rangers,39.50617283950617,0.3950617283950617,3.6419753086419755,8.358024691358025,12.067901234567902,0.7098765432098766,2.759259259259259,4.6234567901234565,9.592592592592593,0.7901234567901234,2.9814814814814814,0.7469135802469136
1982,AL,TOR,East,78,84,N,N,3.95,0.978,Toronto Blue Jays,48.148148148148145,0.48148148148148145,4.018518518518518,8.932098765432098,13.067901234567902,0.654320987654321,2.5617283950617282,4.327160493827161,8.814814814814815,0.9074074074074074,3.04320987654321,0.8395061728395061
1983,NL,ATL,East,88,74,N,N,3.67,0.978,Atlanta Braves,54.32098765432099,0.5432098765432098,4.604938271604938,9.191358024691358,13.5,0.8024691358024691,3.5925925925925926,3.950617283950617,8.716049382716049,0.8148148148148148,3.3333333333333335,0.845679012345679
1983,AL,BAL,East,98,64,Y,Y,3.63,0.981,Baltimore Orioles,60.49382716049383,0.6049382716049383,4.932098765432099,9.209876543209877,14.401234567901234,1.037037037037037,3.7098765432098766,4.0246913580246915,8.95679012345679,0.8024691358024691,2.7901234567901234,0.7469135802469136
1983,AL,BOS,East,78,84,N,N,4.34,0.979,Boston Red Sox,48.148148148148145,0.48148148148148145,4.469135802469136,9.333333333333334,14.12962962962963,0.8765432098765432,3.308641975308642,4.783950617283951,9.703703703703704,0.9753086419753086,3.04320987654321,0.8024691358024691
1983,AL,ANA,West,70,92,N,N,4.31,0.977,Los Angeles Angels,43.20987654320987,0.43209876543209874,4.45679012345679,9.055555555555555,13.666666666666666,0.9506172839506173,3.1419753086419755,4.808641975308642,10.098765432098766,0.8024691358024691,3.0617283950617282,0.9506172839506173
1983,AL,CHW,Central,99,63,N,N,3.67,0.981,Chicago White Sox,61.111111111111114,0.6111111111111112,4.938271604938271,8.882716049382717,13.975308641975309,0.9691358024691358,3.253086419753086,4.012345679012346,8.364197530864198,0.7901234567901234,2.759259259259259,0.7407407407407407
1983,NL,CHC,Central,71,91,N,N,4.08,0.982,Chicago Cubs,43.82716049382716,0.4382716049382716,4.327160493827161,8.864197530864198,13.654320987654321,0.8641975308641975,2.9012345679012346,4.438271604938271,9.234567901234568,0.7222222222222222,3.074074074074074,0.7098765432098766
1983,NL,CIN,Central,74,88,N,N,3.98,0.981,Cincinnati Reds,45.67901234567901,0.4567901234567901,3.845679012345679,7.864197530864198,11.734567901234568,0.6604938271604939,3.6296296296296298,4.382716049382716,8.425925925925926,0.8333333333333334,3.8703703703703702,0.7037037037037037
1983,AL,CLE,Central,70,92,N,N,4.43,0.98,Cleveland Guardians,43.20987654320987,0.43209876543209874,4.345679012345679,8.95679012345679,12.469135802469136,0.5308641975308642,3.734567901234568,4.845679012345679,9.450617283950617,0.7407407407407407,3.265432098765432,0.7530864197530864
1983,AL,DET,Central,92,70,N,N,3.8,0.98,Detroit Tigers,56.79012345679012,0.5679012345679012,4.87037037037037,9.444444444444445,14.734567901234568,0.9629629629629629,3.1358024691358026,4.191358024691358,8.135802469135802,1.0493827160493827,3.2222222222222223,0.7716049382716049
1983,AL,HOU,West,85,77,N,N,3.45,0.977,Houston Astros,52.46913580246913,0.5246913580246914,3.9691358024691357,8.716049382716049,12.728395061728396,0.5987654320987654,3.191358024691358,3.9876543209876543,7.8765432098765435,0.5802469135802469,3.5185185185185186,0.9074074074074074
1983,AL,KCR,Central,79,83,N,N,4.25,0.974,Kansas City Royals,48.76543209876543,0.4876543209876543,4.269938650306749,9.294478527607362,13.63803680981595,0.6687116564417178,2.4355828220858897,4.705521472392638,9.417177914110429,0.8159509202453987,2.8895705521472395,1.0122699386503067
1983,NL,LAD,West,91,71,N,N,3.1,0.974,Los Angeles Dodgers,56.17283950617284,0.5617283950617284,4.012269938650307,8.331288343558283,12.644171779141104,0.8957055214723927,3.3190184049079754,3.736196319018405,8.196319018404909,0.5950920245398773,3.03680981595092,1.030674846625767
1983,AL,MIN,Central,70,92,N,N,4.66,0.98,Minnesota Twins,43.20987654320987,0.43209876543209874,4.3765432098765435,9.030864197530864,13.876543209876543,0.8703703703703703,2.882716049382716,5.074074074074074,9.623456790123457,1.0061728395061729,3.580246913580247,0.7469135802469136
1983,NL,MIL,Central,87,75,N,N,4.02,0.982,Milwaukee Brewers,53.70370370370371,0.5370370370370371,4.716049382716049,9.604938271604938,14.487654320987655,0.8148148148148148,2.932098765432099,4.37037037037037,9.339506172839506,0.8209876543209876,3.0308641975308643,0.6975308641975309
1983,NL,WSN,East,82,80,N,N,3.58,0.981,Washington Nationals,50.617283950617285,0.5061728395061729,4.153374233128834,9.0920245398773,13.294478527607362,0.6257668711656442,3.1226993865030677,3.96319018404908,8.625766871165645,0.7361963190184049,2.938650306748466,0.7116564417177914
1983,AL,NYY,East,91,71,N,N,3.86,0.978,New York Yankees,56.17283950617284,0.5617283950617284,4.753086419753086,9.475308641975309,14.462962962962964,0.9444444444444444,3.2901234567901234,4.339506172839506,8.944444444444445,0.7160493827160493,2.808641975308642,0.8580246913580247
1983,NL,NYM,East,68,94,N,N,3.68,0.976,New York Mets,41.9753086419753,0.41975308641975306,3.549382716049383,8.11111111111111,11.567901234567902,0.691358024691358,2.691358024691358,4.197530864197531,8.54320987654321,0.5987654320987654,3.7962962962962963,0.9320987654320988
1983,AL,OAK,West,74,88,N,N,4.34,0.974,Oakland Athletics,45.67901234567901,0.4567901234567901,4.37037037037037,8.932098765432098,12.981481481481481,0.7469135802469136,3.234567901234568,4.827160493827161,9.024691358024691,0.8333333333333334,3.8641975308641974,0.9691358024691358
1983,NL,PHI,East,90,72,Y,N,3.34,0.976,Philadelphia Phillies,55.55555555555556,0.5555555555555556,4.269938650306749,8.294478527607362,12.429447852760736,0.7668711656441718,3.9263803680981595,3.895705521472393,8.766871165644172,0.6809815950920245,2.8466257668711656,0.9325153374233128
1983,NL,PIT,Central,84,78,N,N,3.55,0.982,Pittsburgh Pirates,51.85185185185185,0.5185185185185185,4.067901234567901,9.012345679012345,13.080246913580247,0.7469135802469136,3.067901234567901,4,8.506172839506172,0.6728395061728395,3.4753086419753085,0.7098765432098766
1983,NL,SDP,West,81,81,N,N,3.62,0.979,San Diego Padres,50,0.5,4.006134969325154,8.49079754601227,11.889570552147239,0.5705521472392638,2.957055214723926,4.006134969325154,8.521472392638037,0.8834355828220859,3.2392638036809815,0.7914110429447853
1983,AL,SEA,West,60,102,N,N,4.12,0.978,Seattle Mariners,37.03703703703704,0.37037037037037035,3.4444444444444446,7.901234567901234,11.864197530864198,0.6851851851851852,2.8395061728395063,4.567901234567901,8.981481481481481,0.8950617283950617,3.3580246913580245,0.8395061728395061
1983,NL,SFG,West,79,83,N,N,3.7,0.973,San Francisco Giants,48.76543209876543,0.4876543209876543,4.2407407407407405,8.17283950617284,12.444444444444445,0.8765432098765432,3.8209876543209877,4.302469135802469,8.833333333333334,0.7839506172839507,3.2098765432098766,1.0555555555555556
1983,NL,STL,Central,79,83,N,N,3.79,0.976,St. Louis Cardinals,48.76543209876543,0.4876543209876543,4.191358024691358,9.234567901234568,13.166666666666666,0.5123456790123457,3.3518518518518516,4.382716049382716,9.12962962962963,0.7098765432098766,3.240740740740741,0.9382716049382716
1983,AL,TEX,West,77,85,N,N,3.31,0.982,Texas Rangers,47.53086419753087,0.47530864197530864,3.920245398773006,8.766871165644172,12.607361963190185,0.6503067484662577,2.7116564417177913,3.736196319018405,8.539877300613497,0.5950920245398773,2.8895705521472395,0.6932515337423313
1983,AL,TOR,East,89,73,N,N,4.12,0.981,Toronto Blue Jays,54.93827160493827,0.5493827160493827,4.907407407407407,9.54320987654321,15.006172839506172,1.0308641975308641,3.1481481481481484,4.481481481481482,8.851851851851851,0.8950617283950617,3.191358024691358,0.7098765432098766
1984,NL,ATL,East,80,82,N,N,3.57,0.978,Atlanta Braves,49.382716049382715,0.49382716049382713,3.9012345679012346,8.25925925925926,12.092592592592593,0.6851851851851852,3.425925925925926,4.04320987654321,8.648148148148149,0.7530864197530864,3.240740740740741,0.8580246913580247
1984,AL,BAL,East,85,77,N,N,3.71,0.981,Baltimore Orioles,52.46913580246913,0.5246913580246914,4.203703703703703,8.481481481481481,13.17283950617284,0.9876543209876543,3.8271604938271606,4.117283950617284,8.598765432098766,0.845679012345679,3.1604938271604937,0.7592592592592593
1984,AL,BOS,East,86,76,N,N,4.18,0.977,Boston Red Sox,53.086419753086425,0.5308641975308642,5,9.864197530864198,15.37037037037037,1.117283950617284,3.0864197530864197,4.716049382716049,9.407407407407407,0.8703703703703703,3.191358024691358,0.8827160493827161
1984,AL,ANA,West,81,81,N,N,3.96,0.98,Los Angeles Angels,50,0.5,4.296296296296297,8.41358024691358,12.864197530864198,0.9259259259259259,3.432098765432099,4.302469135802469,9.419753086419753,0.8827160493827161,2.925925925925926,0.7901234567901234
1984,AL,CHW,Central,74,88,N,N,4.13,0.981,Chicago White Sox,45.67901234567901,0.4567901234567901,4.191358024691358,8.395061728395062,13.438271604938272,1.0617283950617284,3.228395061728395,4.54320987654321,8.74074074074074,0.9567901234567902,2.9814814814814814,0.7530864197530864
1984,NL,CHC,Central,96,65,N,N,3.75,0.981,Chicago Cubs,59.62732919254658,0.5962732919254659,4.732919254658385,8.788819875776397,13.397515527950311,0.84472049689441,3.5217391304347827,4.086956521739131,9.055900621118013,0.6149068322981367,2.7453416149068324,0.7515527950310559
1984,NL,CIN,Central,70,92,N,N,4.16,0.977,Cincinnati Reds,43.20987654320987,0.43209876543209874,3.8703703703703702,8.283950617283951,12.08641975308642,0.654320987654321,3.493827160493827,4.611111111111111,8.919753086419753,0.7901234567901234,3.567901234567901,0.8580246913580247
1984,AL,CLE,Central,75,87,N,N,4.26,0.977,Cleveland Guardians,46.2962962962963,0.46296296296296297,4.668711656441718,9.190184049079754,13.294478527607362,0.754601226993865,3.6809815950920246,4.699386503067485,9.343558282208589,0.8650306748466258,3.3435582822085887,0.8957055214723927
1984,AL,DET,Central,104,58,Y,Y,3.49,0.979,Detroit Tigers,64.19753086419753,0.6419753086419753,5.117283950617284,9.438271604938272,15.037037037037036,1.154320987654321,3.7160493827160495,3.9691358024691357,8.382716049382717,0.8024691358024691,3.0185185185185186,0.7839506172839507
1984,AL,HOU,West,80,82,N,N,3.32,0.979,Houston Astros,49.382716049382715,0.49382716049382713,4.277777777777778,9.04320987654321,12.703703703703704,0.4876543209876543,3.049382716049383,3.888888888888889,8.333333333333334,0.5617283950617284,3.0987654320987654,0.8209876543209876
1984,AL,KCR,Central,84,78,N,N,3.92,0.979,Kansas City Royals,51.85185185185185,0.5185185185185185,4.154320987654321,9.179012345679013,13.648148148148149,0.7222222222222222,2.4691358024691357,4.234567901234568,8.802469135802468,0.8395061728395061,2.6728395061728394,0.808641975308642
1984,NL,LAD,West,79,83,N,N,3.17,0.975,Los Angeles Dodgers,48.76543209876543,0.4876543209876543,3.580246913580247,8.123456790123457,11.61111111111111,0.6296296296296297,3.0123456790123457,3.7037037037037037,8.524691358024691,0.4691358024691358,3.080246913580247,1.0061728395061729
1984,AL,MIN,Central,81,81,N,N,3.85,0.98,Minnesota Twins,50,0.5,4.154320987654321,9.092592592592593,13.209876543209877,0.7037037037037037,2.697530864197531,4.166666666666667,8.820987654320987,0.9814814814814815,2.8580246913580245,0.7407407407407407
1984,NL,MIL,Central,67,94,N,N,4.06,0.978,Milwaukee Brewers,41.61490683229814,0.4161490683229814,3.981366459627329,8.98136645962733,12.658385093167702,0.5962732919254659,2.6832298136645965,4.559006211180124,9.51552795031056,0.8509316770186336,2.981366459627329,0.84472049689441
1984,NL,WSN,East,78,83,N,N,3.31,0.978,Washington Nationals,48.4472049689441,0.484472049689441,3.6832298136645965,8.490683229813664,12.229813664596273,0.5962732919254659,2.919254658385093,3.6335403726708075,8.279503105590063,0.7080745341614907,2.9440993788819876,0.8198757763975155
1984,AL,NYY,East,87,75,N,N,3.78,0.977,New York Yankees,53.70370370370371,0.5370370370370371,4.679012345679013,9.62962962962963,14.12962962962963,0.8024691358024691,3.2962962962962963,4.191358024691358,9.166666666666666,0.7407407407407407,3.197530864197531,0.8765432098765432
1984,NL,NYM,East,90,72,N,N,3.6,0.979,New York Mets,55.55555555555556,0.5555555555555556,4.0246913580246915,8.641975308641975,12.382716049382717,0.6604938271604939,3.0864197530864197,4.172839506172839,8.462962962962964,0.6419753086419753,3.537037037037037,0.7962962962962963
1984,AL,OAK,West,77,85,N,N,4.48,0.975,Oakland Athletics,47.53086419753087,0.47530864197530864,4.555555555555555,8.734567901234568,13.604938271604938,0.9753086419753086,3.506172839506173,4.91358024691358,9.592592592592593,0.9567901234567902,3.654320987654321,0.9012345679012346
1984,NL,PHI,East,81,81,N,N,3.62,0.975,Philadelphia Phillies,50,0.5,4.444444444444445,9.222222222222221,14.104938271604938,0.9074074074074074,3.425925925925926,4.2592592592592595,8.74074074074074,0.6234567901234568,2.765432098765432,0.9938271604938271
1984,NL,PIT,Central,75,87,N,N,3.11,0.98,Pittsburgh Pirates,46.2962962962963,0.46296296296296297,3.7962962962962963,8.716049382716049,12.401234567901234,0.6049382716049383,2.7037037037037037,3.5,8.296296296296296,0.6296296296296297,3.0987654320987654,0.7901234567901234
1984,NL,SDP,West,92,70,Y,N,3.48,0.978,San Diego Padres,56.79012345679012,0.5679012345679012,4.234567901234568,8.796296296296296,12.61111111111111,0.6728395061728395,2.9135802469135803,3.9135802469135803,8.191358024691358,0.7530864197530864,3.4753086419753085,0.8518518518518519
